Authors,Title,Citation,DOIorPMID,Publisher,Year,Country (primary),Institution,All entries I found myself,Problem Type,Cluster,Cat1,Cat2,Cat3,FINDINGS,Reported to journal and or institute,Reported on Pubpeer,"Reported to Pubpeer, journal and or institute",PubPeer  post date,PubPeer Identity,PubPeer url,Email to Editor,RT,Expression of concern,CR,Correction or Retraction Date,Survival,mBio Set 782
"Meng Hou, Jinjin Cui, Jingjin Liu, Fang Liu, Rui Jiang, Kai Liu, Yongshun Wang, Li Yin, Wenhua Liu, Bo Yu",Angiopoietin-Like 4 Confers Resistance to Hypoxia/ Serum Deprivation-Induced Apoptosis through PI3K/Akt and ERK1/2 Signaling Pathways in Mesenchymal Stem Cells,"PLOS One, January 2014 | Volume 9 | Issue 1 | e85808",10.1371/journal.pone.0085808,PLOS,2014,China,"Key Laboratories of Education Ministry for Myocardial Ischemia Mechanism and Treatment, Harbin, Province Heilongjiang",1,ImageDupl,Bo Yu Harbin Univ cluster,,1,,"duplicated microscopy, mirrored blot",1,1,1,4/16/2019,Bacillus mannanilyticus,https://pubpeer.com/publications/72CB1CB7FEB2F432F4BF38E994BDC2,4/28/2014,1,,,3/12/2018,1414,1
"Zarko Manojlovic, John Blackmon, Branko Stefanovic",Tacrolimus (FK506) Prevents Early Stages of Ethanol Induced Hepatic Fibrosis by Targeting LARP6 Dependent Mechanism of Collagen Synthesis,"PLOS ONE, June 2013 | Volume 8 | Issue 6 | e65897",10.1371/journal.pone.0065897,PLOS,2013,USA,"Florida State University, Tallahassee",1,ImageDupl,Branko Stefanovic cluster,,,1,"duplicated/shifted blot panels representing different proteins, duplicated microscopy",1,1,1,12/27/2019,Elisabeth Bik,https://pubpeer.com/publications/562376187C74BD501807B6D111D85C,6/15/2014,,,,,-41805,1
"Chantal Barthomeuf, Dominique Boivin, Richard Be ́ liveau",Inhibition of HUVEC tubulogenesis by hederacolchiside-A1 is associated with plasma membrane cholesterol sequestration and activation of the Ha-Ras/MEK/ERK cascade,Cancer Chemother Pharmacol (2004) 54: 432–440,10.1007/s00280-004-0813-2,Springer,2004,France,"Laboratoire de Pharmacognosie et Biotechnologies, Faculte ́ de Pharmacie, Clermont",1,ImageDupl,Chantal Barthomeuf,,,1,"Duplicated bands within blot, duplicated microscopy image",1,1,1,12/26/2020,Elisabeth Bik,https://pubpeer.com/publications/07E9A71260F7C94216A6EA3BD7E941,6/28/2015,,,,,-42183,1
"Mao-Lin Ho, Yih-Shou Hsieh, Jia-Yuh Chen, Kuo-Shuen Chen, Jia-Jing Chen, Wu-Hsien Kuo, Shu-Jiuan Lin, Pei-Ni Chen",Antimetastatic Potentials of Dioscorea nipponica on Melanoma In Vitro and In Vivo,"Evidence-Based Complementary, and Alternative Medicine, Volume 2011, Article ID 507920",10.1155/2011/507920,Hindawi,2011,Taiwan,"School of Medicine, Chung Shan Medical University,",1,ImageDupl,Chao-Bin Yeh / Chung Shan Medical University cluster,,1,,Two sets of rotated microscopy images,1,1,1,3/24/2019,Anemone Sellowii,https://pubpeer.com/publications/906A6AA746C64C50F2F7A4D0488F67,10/2/2015,,,1,11/18/2015,47,1
"Chao-Bin Yeh, Ming-Ju Hsieh, Yih-Shou Hsieh, Ming-Hsien Chien, Pen-Yuan Lin, Hui-Ling Chiou, Shun-Fa Yang",Terminalia catappa Exerts Antimetastatic Effects on Hepatocellular Carcinoma through Transcriptional Inhibition of Matrix Metalloproteinase-9 by Modulating NF-κB and AP-1 Activity,"Evidence-Based Complementary, and Alternative Medicine, Volume 2012, Article ID 595292",10.1155/2012/595292,Hindawi,2012,Taiwan,"School of Medicine, Chung Shan Medical University, Taichung",1,ImageDupl,Chao-Bin Yeh / Chung Shan Medical University cluster,,1,,overlapping microscopy images,1,1,1,3/24/2019,Anemone Sellowii,https://pubpeer.com/publications/573F42E0D238ED9B15E60C9021AFEB,10/2/2015,,,1,11/24/2015,53,1
"Chih-Yu Peng, Hui-Wen Yang, Yin-Hung Chu, Yu-Chao Chang, Ming-Ju Hsieh, Ming-Yung Chou, Kun-Tu Yeh, Yueh-Min Lin, Shun-Fa Yang, Chiao-Wen Lin",Caffeic Acid Phenethyl Ester Inhibits Oral Cancer Cell Metastasis by Regulating Matrix Metalloproteinase-2 and the Mitogen-Activated Protein Kinase Pathway,"Evidence-Based Complementary, and Alternative Medicine, Volume 2012, Article ID 732578",10.1155/2012/732578,Hindawi,2012,Taiwan,"School of Dentistry, Chung Shan Medical University, Taichung",1,ImageDupl,Chao-Bin Yeh / Chung Shan Medical University cluster,1,,,Duplicated microscopy panels,1,1,1,3/24/2019,Anemone Sellowii,https://pubpeer.com/publications/8FB1BE9B4B0133F751AE8B59A74BD0,10/2/2015,,,1,6/28/2016,270,1
"Chao-Bin Yeh, Ming-Ju Hsieh, Chiao-Wen Lin, Hui-Ling Chiou, Pen-Yuan Lin, Tzy-Yen Chen, Shun-Fa Yang",The Antimetastatic Effects of Resveratrol on Hepatocellular Carcinoma through the Downregulation of a Metastasis-Associated Protease by SP-1 Modulation,"PLOS ONE, February 2013 | Volume 8 | Issue 2 | e56661",10.1371/journal.pone.0056661,PLOS,2013,Taiwan,"Chung Shan Medical University, Taichung",1,ImageDupl,Chao-Bin Yeh / Chung Shan Medical University cluster,,1,,"duplicated, and overlapping microscopy images",1,1,1,3/24/2019,Anemone Sellowii,https://pubpeer.com/publications/821C506B7FB669CD34A6AED4D3A1A2,10/7/2015,,,1,3/20/2017,530,1
"Chen Chen, Heng Mei, Wei Shi, Jun Deng, Bo Zhang, Tao Guo, Huafang Wang, Yu Hu ",EGFP-EGF1-Conjugated PLGA Nanoparticles for Targeted Delivery of siRNA into Injured Brain Microvascular Endothelial Cells for Efficient RNA Interference,"PLOS ONE, April 2013 | Volume 8 | Issue 4 | e60860",10.1371/journal.pone.0060860,PLOS,2013,China,"Institute of Hematology, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, Hube",1,ImageDupl,Chen Chen Tongji cluster,,1,,Two microsopy photos that overlap,1,1,1,4/13/2019,Anemone Sellowii,https://pubpeer.com/publications/B1C8AA346DC25B40553C6303E87B23,10/7/2015,,,1,5/1/2024,3129,1
"Jin-Bao Ban, Xiao-Wu Fan, Qi Huang, Bin-Feng Li, Chen Chen, Hua-Chuan Zhang, Shun-Qing Xu",Mono-(2-Ethylhexyl) Phthalate Induces Injury in Human Umbilical Vein Endothelial Cells,"PLOS ONE, May 2014 | Volume 9 | Issue 5 | e97607",10.1371/journal.pone.0097607,PLOS,2014,China,"General Thoracic Surgery, Tongji Hospital Attached to Tongji Medical College, Huazhong University of Science, and Technology, Wuhan, Hubei,",1,ImageDupl,Chen Chen Tongji cluster,1,,,Duplicated microscopy images,1,1,1,4/13/2019,Anemone Sellowii,https://pubpeer.com/publications/EFA2A4708B4E68BAE40F1A6818AC88,10/7/2015,,,,,-42284,1
"Chiachen Chen, Yuan-Ching Chang, Michael S. Lan, Mary Breslin",Leptin stimulates ovarian cancer cell growth and inhibits apoptosis by increasing cyclin D1 and Mcl-1 expression via the activation of the MEK/ERK1/2 and PI3K/Akt signaling pathways,"INTERNATIONAL JOURNAL OF ONCOLOGY 42: 1113-1119, 2013",10.3892/ijo.2013.1789,Spandidos,2013,Taiwan,"Department of Veterinary Medicine, School of Veterinary Medicine, National Taiwan University",1,ImageDupl,Chiachen Chen,,1,,Duplicated and mirrored blot,1,1,1,1/1/2020,Elisabeth Bik,https://pubpeer.com/publications/A76F4F664D76B3E8C2F2963A2BB386,10/4/2015,,,1,8/6/2016,307,1
"Hsi-Kai Tsou, Hsien-Te Chen, Ya-Huey Hung, Chia-Hao Chang, Te-Mao Li, Yi-Chin Fong, Chih-Hsin Tang",HGF and c-Met Interaction Promotes Migration in Human Chondrosarcoma Cells,"PLOS ONE, January 2013 | Volume 8 | Issue 1 | e53974",10.1371/journal.pone.0053974,PLOS,2013,Taiwan,Taichung Veterans General Hospital,1,ImageDupl,Chih-Hsin Tang cluster,1,,,duplicated blot panel,1,1,1,12/20/2018,Anemone Sellowii,https://pubpeer.com/publications/CBEA9AFCCEBC7298C280B8BB472567,5/10/2014,,1,,1/11/2024,3533,1
"Chin-Chuan Tsai, Jia-Ping Wu, Yueh-Min Lin, Yu-Lan Yeh, Tsung-Jung Ho, Chia-Hua Kuo, Bor-Show Tzang, Fuu-Jen Tsai, Chang-Hai Tsai, Chih-Yang Huang",The Effect of Elephantopus scaber L. on Liver Regeneration after Partial Hepatectomy,"Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 369180",10.1155/2013/369180,Hindawi,2013,Taiwan,"School of Chinese Medicine for Post-Baccalaureate, I-Shou University, Taichung",1,ImageDupl,Chih-Yang Huang - I-Shou University,1,,,Reuse of same tubulin panels,1,1,1,1/1/2020,Elisabeth Bik,https://pubpeer.com/publications/D1D7D8A9D77D3ECB90B34D49832CFA,10/2/2015,1,,,11/26/2017,786,1
"Wei-Li Hsu, Chung-Lun Chen, Shi-Wei Huang, Chia-Chen Wu, I-Hsuan Chen, Muthukumar Nadar, Yin-Peng Su, Ching-Hsiu Tsai",The Untranslated Regions of Classic Swine Fever Virus RNA Trigger Apoptosis,"PLOS ONE, February 2014 | Volume 9 | Issue 2 | e88863",10.1371/journal.pone.0088863,PLOS,2014,Taiwan,"National Chung Hsing University, Taichung",1,ImageDupl,Ching-Hsiu Tsai - Taichung cluster,,1,,"set of agarose gels, cut/compressed differently",1,1,1,11/23/2019,Elisabeth Bik,https://pubpeer.com/publications/5C60AA6BF70ABC429791E805AC4455,10/7/2015,,,,,-42284,1
"Su-Lin Lee, Chih-Chien Chou, Hsiao-Ching Chuang, En-Chi Hsu, Po-Chen Chiu, Samuel K. Kulp, John C. Byrd, Ching-Shih Chen",Functional Role of mTORC2 versus Integrin-Linked Kinase in Mediating Ser473-Akt Phosphorylation in PTEN-Negative Prostate and Breast Cancer Cell Lines,"PLOS ONE, June 2013 | Volume 8 | Issue 6 | e67149",10.1371/journal.pone.0067149,PLOS,2013,USA,"College of Pharmacy, The Ohio State University, Columbus",1,ImageDupl,Ching-Shih Chen Ohio State cluster,,,1,duplicated/rotated bands within same blot panel,1,0,1,AlreadyPosted,AlreadyPosted,https://pubpeer.com/publications/70BADE8B323C52BB0E0EBC331B0AA1,10/7/2015,1,,,8/9/2018,1037,1
"Chris B Stone, David C Bulir, Jodi D Gilchrist, Raman K Toor, James B Mahony",Interactions between flagellar and type III secretion proteins in Chlamydia pneumoniae,"BMC Microbiology 2010, 10:18",10.1186/1471-2180-10-18,Springer/ BioMedCentral,2010,Canada,"M.G. DeGroote Institute for Infectious Disease Research, Faculty of Health Sciences, and the Department of Pathology, and Molecular Medicine, McMaster University, and the Father Sean O’Sullivan Research Centre, St. Joseph’s Healthcare, Hamilton",1,ImageDupl,Chris B Stone Canada,1,,,Duplicated negative blot strips,1,1,1,1/27/2021,Elisabeth Bik,https://pubpeer.com/publications/5A20EFE258C2CE1C8F4A5730E2DA4E,7/29/2015,,,,,-42214,1
"Christian G. Ramos, Andre M. Grilo, Sılvia A. Sousa, Joana R. Feliciano, Paulo J. P. da Costa, Jorge H. Leitao",Regulation of Hfq mRNA and Protein Levels in Escherichia coli and Pseudomonas aeruginosa by the Burkholderia cenocepacia MtvR sRNA,"PLOS ONE, June 2014 | Volume 9 | Issue 6 | e98813",10.1371/journal.pone.0098813,PLOS,2014,Portugal,"Instituto Superior Te ́cnico, Universidade de Lisboa, Lisboa",1,ImageDupl,Christian G Ramos / Portugal Cluster,,1,,Multiple cases of duplicated colony assays; reuse of strips from previous paper,1,1,1,12/1/2018,Hedeoma Pulegioides,https://pubpeer.com/publications/37A59F03ED60D3BF3C59EB125CADB1,7/5/2014,,,1,12/16/2014,164,1
"Davina Tondeleir, Rivka Noelanders¤b, Karima Bakkali, Christophe Ampe ",Beta-Actin Is Required for Proper Mouse Neural Crest Ontogeny,"PLOS ONE, January 2014 | Volume 9 | Issue 1 | e85608",10.1371/journal.pone.0085608,PLOS,2014,Belgium,Ghent University,1,ImageDupl,Christophe Ampe  / Sarah Gerlo / Ghent cluster,,,1,"duplicated, and pasted-in bands in blot",1,1,1,7/8/2017,Halarachnion Parvum,https://pubpeer.com/publications/A80BF060A864BA3175F73D49D4A161,10/7/2015,,,,,-42284,1
"Krzysztof Kolmus, Marleen Van Troys, Karlien Van Wesemael, Christophe Ampe, Guy Haegeman, Jan Tavernier, Sarah Gerlo",b-Agonists Selectively Modulate Proinflammatory Gene Expression in Skeletal Muscle Cells via Non-Canonical Nuclear Crosstalk Mechanisms,"PLOS ONE, March 2014 | Volume 9 | Issue 3 | e90649",10.1371/journal.pone.0090649,PLOS,2014,Belgium,Ghent University,1,ImageDupl,Christophe Ampe  / Sarah Gerlo / Ghent cluster,1,,,"Duplicated invasion microscopy image, but different interpretation line",1,1,1,7/8/2017,Halarachnion Parvum ,https://pubpeer.com/publications/7BD9EFAB58C91EC88333CC9811493B,10/7/2015,,,1,6/27/2023,2820,1
"Ellen L. Danneels, Sarah Gerlo, Karen Heyninck, Kathleen Van Craenenbroeck, Karolien De Bosscher, Guy Haegeman, Dirk C. de Graaf",How the Venom from the Ectoparasitoid Wasp Nasonia vitripennis Exhibits Anti-Inflammatory Properties on Mammalian Cell Lines,"PLOS ONE, May 2014 | Volume 9 | Issue 5 | e96825",10.1371/journal.pone.0096825,PLOS,2014,Belgium,"Physiology, Ghent University, Gent",1,ImageDupl,Christophe Ampe  / Sarah Gerlo / Ghent cluster,1,,,Duplicated bands,1,1,1,7/8/2017,Halarachnion Parvum ,https://pubpeer.com/publications/5F98724550BD57842ECC88946A55BA,10/7/2015,,,,,-42284,1
"Christopher L. Dearth, Qingnian Goh, Joseph S. Marino, Peter A. Cicinelli, Maria J. Torres-Palsa, Philippe Pierre, Randall G. Worth, Francis X. Pizza",Skeletal Muscle Cells Express ICAM-1 after Muscle Overload and ICAM-1 Contributes to the Ensuing Hypertrophic Response,"PLOS ONE, March 2013 | Volume 8 | Issue 3 | e58486",10.1371/journal.pone.0058486,PLOS,2013,USA,"Toledo, Ohio",1,ImageDupl,Christopher Dearth / Ohio cluster,,1,,"duplicated blots, different exposure/cutout, so count as #3",1,1,1,12/24/2019,Anemone Sellowii,https://pubpeer.com/publications/54718E775EF2CC57C66F4651604700,10/7/2015,,,,,-42284,1
"Ailin Qu, Lutao Du, Yongmei Yang, Hui Liu, Juan Li, Lili Wang, Yimin Liu, Zhaogang Dong, Xin Zhang, Xiumei Jiang, Haiyan Wang, Zewu Li, Guixi Zheng, Chuanxin Wang",Hypoxia-Inducible MiR-210 Is an Independent Prognostic Factor and Contributes to Metastasis in Colorectal Cancer,"PLOS ONE, March 2014 | Volume 9 | Issue 3 | e90952",10.1371/journal.pone.0090952,PLOS,2014,China,"Department of Clinical Laboratory, Qilu Hospital, Shandong University, Jinan, Shandong Province",1,ImageDupl,Chuanxin Wang - Qilu Hospital and Shandong University cluster,,1,,Overlapping microscopy images,1,1,1,2/24/2019,Ocybadistes Walkeri ,https://pubpeer.com/publications/221B5706708AA9DDC0D30BD47A2EF6,10/7/2015,1,,,12/17/2020,1898,1
"Shin-Ei Cheng, I-Ta Lee, Chih-Chung Lin, Wan-Ling Wu, Li-Der Hsiao, Chuen-Mao Yang",ATP Mediates NADPH Oxidase/ROS Generation and COX- 2/PGE2 Expression in A549 Cells: Role of P2 Receptor- Dependent STAT3 Activation,"PLOS One, January 2013 | Volume 8 | Issue 1 | e54125",10.1371/journal.pone.0054125,PLOS,2013,Taiwan,Chang Gung University,1,ImageDupl,"Chuen-Mao Yang, Chang Gung univ cluster",,1,,mirrored blot,1,1,1,1/2/2020,Elisabeth Bik,https://pubpeer.com/publications/7CE738CC0FB797AB86CC8BE8463B7A,5/4/2014,1,,,5/19/2022,2937,1
"Chung-Li Shu, Jing-Yang-Lai, Liang-Cheng Su, Chih-Pin Chuu, Yasuhisa Fukui ",SWAP-70: A New Type of Oncogene,"PLOS ONE, March 2013 | Volume 8 | Issue 3 | e59245",10.1371/journal.pone.0059245,PLOS,2013,Taiwan,"Institute of Cellular and System Medicine, National Health Research Institutes, Zhunan Town, Miaoli County, Taiwan, Republic of China.",1,ImageDupl,Chung-Li Shu with Yasuhisa Fukui cluster,,1,,overlapping microscopy images,1,1,1,1/2/2020,Elisabeth Bik,https://pubpeer.com/publications/7AA3A2F9986FCEE7C4C9C8ACCFB7B3,9/16/2014,,,,,-41898,1
"Claudia Penna, Teresa Pasqua, Daniela Amelio, Maria-Giulia Perrelli, Carmelina Angotti, Francesca Tullio, Sushil K. Mahata, Bruno Tota, Pasquale Pagliaro, Maria C. Cerra, Tommaso Angelone",Catestatin Increases the Expression of Anti-Apoptotic and Pro-Angiogenetic Factors in the Post-Ischemic Hypertrophied Heart of SHR,"PLOS ONE, August 2014 | Volume 9 | Issue 8 | e102536",10.1371/journal.pone.0102536,PLOS,2014,Italy,"Clinical, and Biological Sciences, University of Turin, Torino",1,ImageDupl,Claudia Penna / Torino cluster,,,1,"Duplicated bands between, and within panels",1,1,1,8/12/2014,Peer 1,https://pubpeer.com/publications/1EA6CF6801C055BCA25132F117413E,8/12/2014,1,,,2/4/2021,2368,1
"Xiaohua Li, Ying Zhang, Chen Xiong, Haifeng Jin, Bin Jing, Yafei Zhang, Daiming Fan",Overexpression of a New Gene p28GANK Confers Multidrug Resistance of Gastric Cancer Cells,"Cancer Investigation, 27:129–139, 2009",10.1080/07357900802189816,Taylor&Francis,2009,China,"State Key Laboratory of Cancer Biology, Xijing Hospital, the Fourth Military Medical University, Xi’an",1,ImageDupl,"Daiming Fan, Fourth Military, Xi'an cluster",,1,,"Duplicated, stretched bands (other papers by this group found too)",1,1,1,12/19/2018,Lotus Azoricus,https://pubpeer.com/publications/068578174D3E4E511A695999D74B3A,10/4/2015,,,,,-42281,1
"Shanhong Tang, Liucun Gao, Qian Bi, Guanghui Xu, Simeng Wang, Guohong Zhao, Zheng Chen, Xiushan Zheng, Yanglin Pan, Lina Zhao, Jianqin Kang, Guitao Yang, Yongquan Shi, Kaichun Wu, Taiqian Gong, Daiming Fan",SDR9C7 Promotes Lymph Node Metastases in Patients with Esophageal Squamous Cell Carcinoma,"PLOS One, January 2013 | Volume 8 | Issue 1 | e52184",10.1371/journal.pone.0052184,PLOS,2013,China,Fourth Military Medical University Xi'an (Cancer / Digestive Diseases),1,ImageDupl,"Daiming Fan, Fourth Military, Xi'an cluster",,1,,"perfectly symmetrical volcano plot, multiple shifted microscopy images, ",1,1,1,12/19/2018,Lotus Azoricus,https://pubpeer.com/publications/BB112182ABC98220397E870D89BE0B,5/4/2014,1,,,1/6/2020,2073,1
"Jun Zhang, Jian-min Yang, Hui-ju Wang, Guo-qing Ru, Dai-ming Fan",Synthesized Multiple Antigenic Polypeptide Vaccine Based on B-Cell Epitopes of Human Heparanase Could Elicit a Potent Antimetastatic Effect on Human Hepatocellular Carcinoma In Vivo,"PLOS One, January 2013 | Volume 8 | Issue 1 | e52940",10.1371/journal.pone.0052940,PLOS,2013,China,Fourth Military Medical University Xi'an (Cancer / Digestive Diseases),1,ImageDupl,"Daiming Fan, Fourth Military, Xi'an cluster",,1,,shifted microscopy panel,1,1,1,12/19/2018,Lotus Azoricus,https://pubpeer.com/publications/AF52C0E31BDAEB2A59CB0644039DEE,5/4/2014,,1,,12/2/2019,2038,1
"Jesika S. Faridi, Subburaman Mohan, & Daisy D. De León",Modulation of Cathepsin D Routing by IGF-II Involves IGF-II Binding to IGF-II/M6P Receptor in MCF-7 Breast Cancer Cells,"Growth Factors, Volume 22, Issue 3, 2004",10.1080/08977190410001725531,Taylor&Francis,2004,USA,Loma Linda University School of Medicine,1,ImageDupl,Daisy De Leon at Loma Linda,,,1,"Duplicated lane within blot, cuts visible",1,1,1,10/6/2019,Lotus Azoricus,https://pubpeer.com/publications/DF1E31C9935FB965EB1E5D06586D5F,10/4/2015,,,,,-42281,1
"S. Kalla Singh, D. Moretta, F. Almaguel, N. R. Wall, M. De León, D. De León",Differential effect of proIGF-II and IGF-II on resveratrol induced cell death by regulating survivin cellular localization and mitochondrial depolarization in breast cancer cells,"Growth Factors, December 2007; 25(6): 363–372",10.1080/08977190801886905,Taylor&Francis,2007,USA,"Breast Cancer Laboratory, Center for Health Disparities, and Molecular Medicine, Loma Linda ",1,ImageDupl,Daisy De Leon at Loma Linda,,1,,Switched lanes; might be error,1,1,1,10/6/2019,Lotus Azoricus,https://pubpeer.com/publications/C22723561AB5F04DEFFCF7F52AE187,10/4/2015,,,,,-42281,1
"A.E. Richardson, N. Hamilton, W. Davis, C. Brito, D. De Leon",Insulin-like growth factor-2 (IGF-2) activates estrogen receptor-a and -b via the IGF-1 and the insulin receptors in breast cancer cells,"Growth Factors, April–June 2011; 29(2–3): 82–93",10.3109/08977194.2011.565003,Taylor&Francis,2011,USA,"School of Medicine, Center for Health Disparities, and Molecular Medicine, Loma Linda University, Loma Linda",1,ImageDupl,Daisy De Leon at Loma Linda,1,,,Reused blot panel,1,1,1,10/6/2019,Lotus Azoricus,https://pubpeer.com/publications/023F1848164F38F59128CD9924340A,10/4/2015,,,,,-42281,1
"Dang Wang, Lu Cao, Zheng Xu, Liurong Fang, Yao Zhong, Quangang Chen, Rui Luo, Huanchun Chen, Kui Li, Shaobo Xiao",MiR-125b Reduces Porcine Reproductive and Respiratory Syndrome Virus Replication by Negatively Regulating the NF-kB Pathway,"PLOS ONE, February 2013 | Volume 8 | Issue 2 | e55838, doi:10.1371/journal.pone.0055838",10.1371/journal.pone.0055838,PLOS,2013,China, Huazhong Agricultural University Wuhan / Tennessee,1,ImageDupl,Dang Wang - with big fish Huanchun Chen at Huazhong Agricultural University cluster,,1,,"duplicated microscopy, shifted colony images",1,1,1,1/2/2020,Elisabeth Bik,https://pubpeer.com/publications/E8ED5B92203CC52BA11C04791CB00D,10/7/2015,,,,,-42284,1
"Manasa K. Nayak, Ayusman Dash, Nitesh Singh, Debabrata Dash",Aspirin Delimits Platelet Life Span by Proteasomal Inhibition,"PLOS ONE, August 2014 | Volume 9 | Issue 8 | e105049, doi: 10.1371/journal.pone.0105049",10.1371/journal.pone.0105049,PLOS,2014,India,Banaras Hindu University,1,ImageDupl,Debabrata Dash cluster,,,1,Duplicated set of lanes within the same panel,1,1,1,8/26/2014,Peer 1,https://pubpeer.com/publications/C1DA9A4A5852ED2E59955480992C1B,8/26/2014,,,1,12/12/2014,108,1
"Saad Yousuf, MeiLi Duan, Erika L. Moen, Sam Cross-Knorr, Kate Brilliant, Benjamin Bonavida, Theresa LaValle, Kam C. Yeung, Fahd Al-Mulla, Eugene Chin, Devasis Chatterjee",Raf Kinase Inhibitor Protein (RKIP) Blocks Signal Transducer and Activator of Transcription 3 (STAT3) Activation in Breast and Prostate Cancer,"PLOS ONE, March 2014 | Volume 9 | Issue 3 | e92478",10.1371/journal.pone.0092478,PLOS,2014,USA,"Department of Medicine, Rhode Island Hospital, and The Alpert Medical School of Brown University, Providence, Rhode Island",1,ImageDupl,Devasis Chatterjee / Rhode Island cluster (already on PP),,,1,Duplicated lanes within same panel,1,1,1,4/26/2019,"Elisabeth Bik, secondary",https://pubpeer.com/publications/386C545E0D8CC8CD3BE95B9E00F54D,10/7/2015,1,,,6/10/2021,2073,1
